AccountKey,Amount,CurrencyKey,Datekey,EntityKey,ProductCategoryKey,ScenarioKey,StrategyPlanKey
4,23770789.501000017,282,2017-02-01 00:00:00,282,5,2,282
4,25056599.0834,282,2017-02-01 00:00:00,282,5,3,282
4,5930967.3411,282,2017-02-01 00:00:00,282,6,1,282
4,5540755.7343,282,2017-02-01 00:00:00,282,6,2,282
4,5840040.5092,282,2017-02-01 00:00:00,282,6,3,282
4,3364394.537299998,281,2017-02-01 00:00:00,281,7,1,281
4,3221650.7787999995,281,2017-02-01 00:00:00,281,7,2,281
4,3396181.081599998,281,2017-02-01 00:00:00,281,7,3,281
4,85412505.88730001,282,2017-02-01 00:00:00,282,8,1,282
4,80757459.80630001,282,2017-02-01 00:00:00,282,8,2,282
4,85126421.72670005,282,2017-02-01 00:00:00,282,8,3,282
4,2308076.255099999,282,2017-03-01 00:00:00,282,1,1,282
4,2138841.149099999,282,2017-03-01 00:00:00,282,1,2,282
4,2255074.052700001,282,2017-03-01 00:00:00,282,1,3,282
4,26142119.898699995,283,2017-03-01 00:00:00,283,2,1,283
4,24368364.966300007,283,2017-03-01 00:00:00,283,2,2,283
4,25686962.047899995,283,2017-03-01 00:00:00,283,2,3,283
4,85714037.0978,301,2017-03-01 00:00:00,301,3,1,301
4,80057665.20279995,301,2017-03-01 00:00:00,301,3,2,301
4,84415366.03180002,301,2017-03-01 00:00:00,301,3,3,301
4,60684119.50190001,284,2017-03-01 00:00:00,284,4,1,284
4,56410544.21010003,284,2017-03-01 00:00:00,284,4,2,284
4,59469120.199100025,284,2017-03-01 00:00:00,284,4,3,284
4,23917479.039299995,284,2017-03-01 00:00:00,284,5,1,284
4,22236220.3839,284,2017-03-01 00:00:00,284,5,2,284
4,23442512.731800012,284,2017-03-01 00:00:00,284,5,3,284
4,5226147.898199999,284,2017-03-01 00:00:00,284,6,1,284
4,4843196.326399999,284,2017-03-01 00:00:00,284,6,2,284
4,5106162.891600003,284,2017-03-01 00:00:00,284,6,3,284
4,3169504.1487,284,2017-03-01 00:00:00,284,7,1,284
4,3022427.608399998,284,2017-03-01 00:00:00,284,7,2,284
4,3186253.529400001,284,2017-03-01 00:00:00,284,7,3,284
4,93325443.0618,284,2017-03-01 00:00:00,284,8,1,284
4,87572858.49489991,284,2017-03-01 00:00:00,284,8,2,284
4,92321270.76649997,284,2017-03-01 00:00:00,284,8,3,284
4,2826701.8539999994,283,2017-04-01 00:00:00,283,1,1,283
4,2662584.8995000008,283,2017-04-01 00:00:00,283,1,2,283
4,2805471.9345999993,283,2017-04-01 00:00:00,283,1,3,283
4,37007532.0024,284,2017-04-01 00:00:00,284,2,1,284
4,34856581.6621,284,2017-04-01 00:00:00,284,2,2,284
4,36730184.556400016,284,2017-04-01 00:00:00,284,2,3,284
4,108206075.80030002,301,2017-04-01 00:00:00,301,3,1,301
4,102193943.86260006,301,2017-04-01 00:00:00,301,3,2,301
4,107707053.14289998,301,2017-04-01 00:00:00,301,3,3,301
4,89278133.57550003,284,2017-04-01 00:00:00,284,4,1,284
4,84045435.36039999,284,2017-04-01 00:00:00,284,4,2,284
4,88564016.1144,284,2017-04-01 00:00:00,284,4,3,284
4,33248808.808900002,284,2017-04-01 00:00:00,284,5,1,284
4,31341211.17769999,284,2017-04-01 00:00:00,284,5,2,284
4,33027140.62589999,284,2017-04-01 00:00:00,284,5,3,284
4,6323796.1153,284,2017-04-01 00:00:00,284,6,1,284
4,5960811.300900003,284,2017-04-01 00:00:00,284,6,2,284
4,6281539.708200007,284,2017-04-01 00:00:00,284,6,3,284
4,3835943.2756999996,284,2017-04-01 00:00:00,284,7,1,284
4,3635428.5973000005,284,2017-04-01 00:00:00,284,7,2,284
4,3831407.921899998,284,2017-04-01 00:00:00,284,7,3,284
4,119433340.16449985,284,2017-04-01 00:00:00,284,8,1,284
4,112550766.59040003,284,2017-04-01 00:00:00,284,8,2,284
4,118609278.97499996,284,2017-04-01 00:00:00,284,8,3,284
4,2872127.697999999,284,2017-05-01 00:00:00,284,1,1,284
4,2695517.5597000024,284,2017-05-01 00:00:00,284,1,2,284
4,2841229.157300001,284,2017-05-01 00:00:00,284,1,3,284
4,39161448.019999966,284,2017-05-01 00:00:00,284,2,1,284
4,36733299.86980003,284,2017-05-01 00:00:00,284,2,2,284
4,38720562.02640002,284,2017-05-01 00:00:00,284,2,3,284
4,106963757.90300007,301,2017-05-01 00:00:00,301,3,1,301
4,100602358.22199997,301,2017-05-01 00:00:00,301,3,2,301
4,106081734.12400003,301,2017-05-01 00:00:00,301,3,3,301
4,99975776.16400002,284,2017-05-01 00:00:00,284,4,1,284
4,93658924.62020001,284,2017-05-01 00:00:00,284,4,2,284
4,98739373.59380005,284,2017-05-01 00:00:00,284,4,3,284
4,33402602.01799999,284,2017-05-01 00:00:00,284,5,1,284
4,31378959.13270001,284,2017-05-01 00:00:00,284,5,2,284
4,33080456.931599986,284,2017-05-01 00:00:00,284,5,3,284
4,6373796.807999998,284,2017-05-01 00:00:00,284,6,1,284
4,5971784.474199998,284,2017-05-01 00:00:00,284,6,2,284
4,6296074.557899999,284,2017-05-01 00:00:00,284,6,3,284
4,4028988.3874000004,284,2017-05-01 00:00:00,284,7,1,284
4,3795453.001300001,284,2017-05-01 00:00:00,284,7,2,284
4,4002448.240899999,284,2017-05-01 00:00:00,284,7,3,284
4,130650630.79100008,284,2017-05-01 00:00:00,284,8,1,284
4,122416911.4269,284,2017-05-01 00:00:00,284,8,2,284
4,129063865.75579998,284,2017-05-01 00:00:00,284,8,3,284
4,2836777.9339999985,284,2017-06-01 00:00:00,284,1,1,284
4,2665559.4041999993,284,2017-06-01 00:00:00,284,1,2,284
4,2809934.9325,284,2017-06-01 00:00:00,284,1,3,284
4,39143563.164000005,284,2017-06-01 00:00:00,284,2,1,284
4,36697004.831999965,284,2017-06-01 00:00:00,284,2,2,284
4,38683471.12580002,284,2017-06-01 00:00:00,284,2,3,284
4,104713790.46800002,301,2017-06-01 00:00:00,301,3,1,301
4,98575890.17219993,301,2017-06-01 00:00:00,301,3,2,301
4,103942097.43800005,301,2017-06-01 00:00:00,301,3,3,301
4,97173009.49199998,284,2017-06-01 00:00:00,284,4,1,284
4,91169652.12079999,284,2017-06-01 00:00:00,284,4,2,284
4,96109728.38949999,284,2017-06-01 00:00:00,284,4,3,284
4,33256062.886,284,2017-06-01 00:00:00,284,5,1,284
4,31214166.950899992,284,2017-06-01 00:00:00,284,5,2,284
4,32906875.506900024,284,2017-06-01 00:00:00,284,5,3,284
4,6063440.599999999,284,2017-06-01 00:00:00,284,6,1,284
4,5672987.044099995,284,2017-06-01 00:00:00,284,6,2,284
4,5980609.831300001,284,2017-06-01 00:00:00,284,6,3,284
4,3705847.5506,284,2017-06-01 00:00:00,284,7,1,284
4,3496558.9445000007,284,2017-06-01 00:00:00,284,7,2,284
4,3686842.2986000027,284,2017-06-01 00:00:00,284,7,3,284
4,122905053.458,284,2017-06-01 00:00:00,284,8,1,284
4,115227383.0693,284,2017-06-01 00:00:00,284,8,2,284
4,121489025.97500001,284,2017-06-01 00:00:00,284,8,3,284
4,2692926.552999999,283,2017-07-01 00:00:00,283,1,1,283
4,2522302.3285,283,2017-07-01 00:00:00,283,1,2,283
4,2659485.768999999,283,2017-07-01 00:00:00,283,1,3,283
4,34862779.006999984,284,2017-07-01 00:00:00,284,2,1,284
4,32502264.3189,284,2017-07-01 00:00:00,284,2,2,284
4,34266712.033800006,284,2017-07-01 00:00:00,284,2,3,284
4,97226447.90699998,305,2017-07-01 00:00:00,305,3,1,305
4,90823138.14440003,305,2017-07-01 00:00:00,305,3,2,305
4,95790744.20590009,305,2017-07-01 00:00:00,305,3,3,305
4,100943354.31599998,284,2017-07-01 00:00:00,284,4,1,284
4,93795362.89959995,284,2017-07-01 00:00:00,284,4,2,284
4,98896345.06820004,284,2017-07-01 00:00:00,284,4,3,284
4,31534899.041999985,284,2017-07-01 00:00:00,284,5,1,284
4,29366620.69919999,284,2017-07-01 00:00:00,284,5,2,284
4,30964346.62340003,284,2017-07-01 00:00:00,284,5,3,284
4,5558228.287000002,284,2017-07-01 00:00:00,284,6,1,284
4,5163601.718800001,284,2017-07-01 00:00:00,284,6,2,284
4,5445005.2497999985,284,2017-07-01 00:00:00,284,6,3,284
4,3608450.4402000015,281,2017-07-01 00:00:00,281,7,1,281
4,3429541.2286,281,2017-07-01 00:00:00,281,7,2,281
4,3616817.689700001,281,2017-07-01 00:00:00,281,7,3,281
4,113190286.72000003,284,2017-07-01 00:00:00,284,8,1,284
4,105975616.86479996,284,2017-07-01 00:00:00,284,8,2,284
4,111745471.10129997,284,2017-07-01 00:00:00,284,8,3,284
4,2607353.1450000005,286,2017-08-01 00:00:00,286,1,1,286
4,2474456.613099999,286,2017-08-01 00:00:00,286,1,2,286
4,2608642.9537,286,2017-08-01 00:00:00,286,1,3,286
4,33887767.448,286,2017-08-01 00:00:00,286,2,1,286
4,31803584.716200028,286,2017-08-01 00:00:00,286,2,2,286
4,33529317.122500006,286,2017-08-01 00:00:00,286,2,3,286
4,92298097.11500005,304,2017-08-01 00:00:00,304,3,1,304
4,86757892.71369998,304,2017-08-01 00:00:00,304,3,2,304
4,91478706.49570002,304,2017-08-01 00:00:00,304,3,3,304
4,100256457.63100003,286,2017-08-01 00:00:00,286,4,1,286
4,93881325.02990003,286,2017-08-01 00:00:00,286,4,2,286
4,98970291.01100002,286,2017-08-01 00:00:00,286,4,3,286
4,29400222.975000013,286,2017-08-01 00:00:00,286,5,1,286
4,27575599.91000001,286,2017-08-01 00:00:00,286,5,2,286
4,29072448.863100003,286,2017-08-01 00:00:00,286,5,3,286
4,5330380.965999998,286,2017-08-01 00:00:00,286,6,1,286
4,4995161.161800002,286,2017-08-01 00:00:00,286,6,2,286
4,5266273.985399999,286,2017-08-01 00:00:00,286,6,3,286
4,3297921.0924,282,2017-08-01 00:00:00,282,7,1,282
4,3160938.005499998,282,2017-08-01 00:00:00,282,7,2,282
4,3332653.895899999,282,2017-08-01 00:00:00,282,7,3,282
4,121351626.73999995,286,2017-08-01 00:00:00,286,8,1,286
4,114301270.3786,286,2017-08-01 00:00:00,286,8,2,286
4,120507212.96360007,286,2017-08-01 00:00:00,286,8,3,286
4,2384455.9220000007,287,2017-09-01 00:00:00,287,1,1,287
4,2257510.712799998,287,2017-09-01 00:00:00,287,1,2,287
4,2379785.2252999996,287,2017-09-01 00:00:00,287,1,3,287
4,33690892.687,287,2017-09-01 00:00:00,287,2,1,287
4,31644761.716300007,287,2017-09-01 00:00:00,287,2,2,287
4,33362927.959900003,287,2017-09-01 00:00:00,287,2,3,287
4,88743351.91199997,306,2017-09-01 00:00:00,306,3,1,306
4,83400864.27859998,306,2017-09-01 00:00:00,306,3,2,306
4,87941504.93329997,306,2017-09-01 00:00:00,306,3,3,306
4,97785961.89800005,287,2017-09-01 00:00:00,287,4,1,287
4,91589432.23950005,287,2017-09-01 00:00:00,287,4,2,287
4,96549392.4159,287,2017-09-01 00:00:00,287,4,3,287
4,28778452.62500002,287,2017-09-01 00:00:00,287,5,1,287
4,27022825.731700007,287,2017-09-01 00:00:00,287,5,2,287
4,28487539.57799998,287,2017-09-01 00:00:00,287,5,3,287
4,5899666.906000004,287,2017-09-01 00:00:00,287,6,1,287
4,5533295.845099997,287,2017-09-01 00:00:00,287,6,2,287
4,5832784.542199999,287,2017-09-01 00:00:00,287,6,3,287
4,3190662.4604000016,287,2017-09-01 00:00:00,287,7,1,287
4,3059254.581699998,287,2017-09-01 00:00:00,287,7,2,287
4,3225609.1760999975,287,2017-09-01 00:00:00,287,7,3,287
4,118671155.15000004,287,2017-09-01 00:00:00,287,8,1,287
4,112059446.69299996,287,2017-09-01 00:00:00,287,8,2,287
4,118138467.36729984,287,2017-09-01 00:00:00,287,8,3,287
4,2800514.9999999995,289,2017-10-01 00:00:00,289,1,1,289
4,2640541.5063999984,289,2017-10-01 00:00:00,289,1,2,289
4,2783309.407899999,289,2017-10-01 00:00:00,289,1,3,289
4,38766422.86600001,289,2017-10-01 00:00:00,289,2,1,289
4,36540930.7786,289,2017-10-01 00:00:00,289,2,2,289
4,38515731.98790001,289,2017-10-01 00:00:00,289,2,3,289
4,95184597.08599998,306,2017-10-01 00:00:00,306,3,1,306
4,89816162.92789996,306,2017-10-01 00:00:00,306,3,2,306
4,94697182.34050003,306,2017-10-01 00:00:00,306,3,3,306
4,111919428.89600001,289,2017-10-01 00:00:00,289,4,1,289
4,105102326.68829997,289,2017-10-01 00:00:00,289,4,2,289
4,110788547.77809991,289,2017-10-01 00:00:00,289,4,3,289
4,32437894.174000017,289,2017-10-01 00:00:00,289,5,1,289
4,30578261.7817,289,2017-10-01 00:00:00,289,5,2,289
4,32231870.874700006,289,2017-10-01 00:00:00,289,5,3,289
4,7745045.895999995,289,2017-10-01 00:00:00,289,6,1,289
4,7281296.516900004,289,2017-10-01 00:00:00,289,6,2,289
4,7674807.109499993,289,2017-10-01 00:00:00,289,6,3,289
4,3483291.596800001,289,2017-10-01 00:00:00,289,7,1,289
4,3309710.758700003,289,2017-10-01 00:00:00,289,7,2,289
4,3489262.7889000005,289,2017-10-01 00:00:00,289,7,3,289
4,130876045.32800005,289,2017-10-01 00:00:00,289,8,1,289
4,123256593.38169996,289,2017-10-01 00:00:00,289,8,2,289
4,129930711.71299997,289,2017-10-01 00:00:00,289,8,3,289
4,2757300.078499999,291,2017-11-01 00:00:00,291,1,1,291
4,2671086.8650999996,291,2017-11-01 00:00:00,291,1,2,291
4,2816355.7830999997,291,2017-11-01 00:00:00,291,1,3,291
4,43617702.87249999,291,2017-11-01 00:00:00,291,2,1,291
4,41843996.07750001,291,2017-11-01 00:00:00,291,2,2,291
4,44117287.61110004,291,2017-11-01 00:00:00,291,2,3,291
4,104034888.67850007,306,2017-11-01 00:00:00,306,3,1,306
4,99681298.92859998,306,2017-11-01 00:00:00,306,3,2,306
4,105120546.27070007,306,2017-11-01 00:00:00,306,3,3,306
4,116925831.43799998,291,2017-11-01 00:00:00,291,4,1,291
4,111900219.28099994,291,2017-11-01 00:00:00,291,4,2,291
4,117987045.05450004,291,2017-11-01 00:00:00,291,4,3,291
4,33772280.24899996,291,2017-11-01 00:00:00,291,5,1,291
4,32345101.48760004,291,2017-11-01 00:00:00,291,5,2,291
4,34101344.8129,291,2017-11-01 00:00:00,291,5,3,291
4,7644781.337499997,291,2017-11-01 00:00:00,291,6,1,291
4,7312951.347700003,291,2017-11-01 00:00:00,291,6,2,291
4,7710880.683900001,291,2017-11-01 00:00:00,291,6,3,291
4,3709852.206999998,291,2017-11-01 00:00:00,291,7,1,291
4,3648630.5025999993,291,2017-11-01 00:00:00,291,7,2,291
4,3846886.5600000015,291,2017-11-01 00:00:00,291,7,3,291
4,141287572.38199994,291,2017-11-01 00:00:00,291,8,1,291
4,136407895.1198,291,2017-11-01 00:00:00,291,8,2,291
4,143825297.13459998,291,2017-11-01 00:00:00,291,8,3,291
4,2725576.501000001,293,2017-12-01 00:00:00,293,1,1,293
4,2642884.7188999993,293,2017-12-01 00:00:00,293,1,2,293
4,2787658.3719999995,293,2017-12-01 00:00:00,293,1,3,293
4,45802622.95450002,293,2017-12-01 00:00:00,293,2,1,293
4,43742882.748300016,293,2017-12-01 00:00:00,293,2,2,293
4,46125358.895299986,293,2017-12-01 00:00:00,293,2,3,293
4,97889999.16500014,306,2017-12-01 00:00:00,306,3,1,306
4,93415674.80760005,306,2017-12-01 00:00:00,306,3,2,306
4,98524721.1392,306,2017-12-01 00:00:00,306,3,3,306
4,111772134.85200001,293,2017-12-01 00:00:00,293,4,1,293
4,106521775.54799996,293,2017-12-01 00:00:00,293,4,2,293
4,112323693.55250002,293,2017-12-01 00:00:00,293,4,3,293
4,31959919.46899999,293,2017-12-01 00:00:00,293,5,1,293
4,30444517.988699988,293,2017-12-01 00:00:00,293,5,2,293
4,32104553.7629,293,2017-12-01 00:00:00,293,5,3,293
4,7190850.712500005,293,2017-12-01 00:00:00,293,6,1,293
4,6849238.557899995,293,2017-12-01 00:00:00,293,6,2,293
4,7222959.418399997,293,2017-12-01 00:00:00,293,6,3,293
4,3356015.7428000006,293,2017-12-01 00:00:00,293,7,1,293
4,3306742.782100001,293,2017-12-01 00:00:00,293,7,2,293
4,3487301.556899999,293,2017-12-01 00:00:00,293,7,3,293
4,125163423.16999996,293,2017-12-01 00:00:00,293,8,1,293
4,120644165.88200004,293,2017-12-01 00:00:00,293,8,2,293
4,127238005.77929991,293,2017-12-01 00:00:00,293,8,3,293
4,2200033.5954999994,287,2018-01-01 00:00:00,287,1,1,287
4,1923545.077800001,287,2018-01-01 00:00:00,287,1,2,287
4,2142743.9067,287,2018-01-01 00:00:00,287,1,3,287
4,27863557.19950001,293,2018-01-01 00:00:00,293,2,1,293
4,24423645.93529999,293,2018-01-01 00:00:00,293,2,2,293
4,27216143.430199992,293,2018-01-01 00:00:00,293,2,3,293
4,68870582.97399999,293,2018-01-01 00:00:00,293,3,1,293
4,60650570.927899964,293,2018-01-01 00:00:00,293,3,2,293
4,67582820.54419999,293,2018-01-01 00:00:00,293,3,3,293
4,62890421.99050001,293,2018-01-01 00:00:00,293,4,1,293
4,55182782.95819999,293,2018-01-01 00:00:00,293,4,2,293
4,61485396.671000004,293,2018-01-01 00:00:00,293,4,3,293
4,18126550.7555,293,2018-01-01 00:00:00,293,5,1,293
4,15947275.913200002,293,2018-01-01 00:00:00,293,5,2,293
4,17770311.880000006,293,2018-01-01 00:00:00,293,5,3,293
4,4018873.7645,293,2018-01-01 00:00:00,293,6,1,293
4,3517496.308799999,293,2018-01-01 00:00:00,293,6,2,293
4,3919382.2869000034,293,2018-01-01 00:00:00,293,6,3,293
4,3204452.1361999996,285,2018-01-01 00:00:00,285,7,1,285
4,2825676.529,285,2018-01-01 00:00:00,285,7,2,285
4,3149057.203900002,285,2018-01-01 00:00:00,285,7,3,285
4,92286334.46050005,293,2018-01-01 00:00:00,293,8,1,293
4,81299468.57820001,293,2018-01-01 00:00:00,293,8,2,293
4,90602721.8757,293,2018-01-01 00:00:00,293,8,3,293
4,2573655.9965000013,290,2018-02-01 00:00:00,290,1,1,290
4,2252414.2127000005,290,2018-02-01 00:00:00,290,1,2,290
4,2507819.7186999996,290,2018-02-01 00:00:00,290,1,3,290
4,32811966.721100014,293,2018-02-01 00:00:00,293,2,1,293
4,28752543.57969998,293,2018-02-01 00:00:00,293,2,2,293
4,32006480.35210003,293,2018-02-01 00:00:00,293,2,3,293
4,70478255.73550004,293,2018-02-01 00:00:00,293,3,1,293
4,62146962.0054,293,2018-02-01 00:00:00,293,3,2,293
4,69182558.34100005,293,2018-02-01 00:00:00,293,3,3,293
4,62070338.75760002,293,2018-02-01 00:00:00,293,4,1,293
4,54385926.652100004,293,2018-02-01 00:00:00,293,4,2,293
4,60549045.76310002,293,2018-02-01 00:00:00,293,4,3,293
4,19021403.094800007,293,2018-02-01 00:00:00,293,5,1,293
4,16758123.261500003,293,2018-02-01 00:00:00,293,5,2,293
4,18657040.658799995,293,2018-02-01 00:00:00,293,5,3,293
4,4151327.9901,292,2018-02-01 00:00:00,292,6,1,292
4,3646622.7321000006,292,2018-02-01 00:00:00,292,6,2,292
4,4060356.676899998,292,2018-02-01 00:00:00,292,6,3,292
4,3156422.621599997,280,2018-02-01 00:00:00,280,7,1,280
4,2790136.6288,280,2018-02-01 00:00:00,280,7,2,280
4,3106408.8262000014,280,2018-02-01 00:00:00,280,7,3,280
4,94589263.10730003,293,2018-02-01 00:00:00,293,8,1,293
4,83291066.08440001,293,2018-02-01 00:00:00,293,8,2,293
4,92731598.67480005,293,2018-02-01 00:00:00,293,8,3,293
4,2517195.498800001,289,2018-03-01 00:00:00,289,1,1,289
4,2199835.369299999,289,2018-03-01 00:00:00,289,1,2,289
4,2448753.2428000006,289,2018-03-01 00:00:00,289,1,3,289
4,32383562.8306,293,2018-03-01 00:00:00,293,2,1,293
4,28384150.800800018,293,2018-03-01 00:00:00,293,2,2,293
4,31600386.2252,293,2018-03-01 00:00:00,293,2,3,293
4,67535939.12079997,293,2018-03-01 00:00:00,293,3,1,293
4,59565313.26920002,293,2018-03-01 00:00:00,293,3,2,293
4,66311827.74340001,293,2018-03-01 00:00:00,293,3,3,293
4,59714366.79930002,293,2018-03-01 00:00:00,293,4,1,293
4,52406010.22869995,293,2018-03-01 00:00:00,293,4,2,293
4,58342164.26609999,293,2018-03-01 00:00:00,293,4,3,293
4,17652820.729199998,293,2018-03-01 00:00:00,293,5,1,293
4,15544195.693400007,293,2018-03-01 00:00:00,293,5,2,293
4,17305292.249499988,293,2018-03-01 00:00:00,293,5,3,293
4,3589427.913799999,291,2018-03-01 00:00:00,291,6,1,291
4,3150208.7229999998,291,2018-03-01 00:00:00,291,6,2,291
4,3507251.525300001,291,2018-03-01 00:00:00,291,6,3,291
4,3077178.644999999,276,2018-03-01 00:00:00,276,7,1,276
4,2721564.252200001,276,2018-03-01 00:00:00,276,7,2,276
4,3030026.887999998,276,2018-03-01 00:00:00,276,7,3,276
4,103590069.08209996,293,2018-03-01 00:00:00,293,8,1,293
4,91127504.86289991,293,2018-03-01 00:00:00,293,8,2,293
4,101452700.30030002,293,2018-03-01 00:00:00,293,8,3,293
4,3101563.5096000023,293,2018-04-01 00:00:00,293,1,1,293
4,2755662.3222,293,2018-04-01 00:00:00,293,1,2,293
4,3068692.1045000027,293,2018-04-01 00:00:00,293,1,3,293
4,38726965.301099986,294,2018-04-01 00:00:00,294,2,1,294
4,34444293.3703,294,2018-04-01 00:00:00,294,2,2,294
4,38354468.25630003,294,2018-04-01 00:00:00,294,2,3,294
4,83632429.02180003,294,2018-04-01 00:00:00,294,3,1,294
4,74631620.3046,294,2018-04-01 00:00:00,294,3,2,294
4,83102533.75000001,294,2018-04-01 00:00:00,294,3,3,294
4,72332119.20319994,294,2018-04-01 00:00:00,294,4,1,294
4,64278335.528999984,294,2018-04-01 00:00:00,294,4,2,294
4,71573922.5493,294,2018-04-01 00:00:00,294,4,3,294
4,21421843.32169999,293,2018-04-01 00:00:00,293,5,1,293
4,19092655.86740001,293,2018-04-01 00:00:00,293,5,2,293
4,21261502.119699992,293,2018-04-01 00:00:00,293,5,3,293
4,4634371.969399995,293,2018-04-01 00:00:00,293,6,1,293
4,4123483.8364,293,2018-04-01 00:00:00,293,6,2,293
4,4591058.334199997,293,2018-04-01 00:00:00,293,6,3,293
4,3705017.0291999998,284,2018-04-01 00:00:00,284,7,1,284
4,3307556.096600002,284,2018-04-01 00:00:00,284,7,2,284
4,3683182.2626999975,284,2018-04-01 00:00:00,284,7,3,284
4,128584861.06650002,294,2018-04-01 00:00:00,294,8,1,294
4,114333591.14069998,294,2018-04-01 00:00:00,294,8,2,294
4,127314990.1845,294,2018-04-01 00:00:00,294,8,3,294
4,3120960.3049999997,294,2018-05-01 00:00:00,294,1,1,294
4,2759449.979399999,294,2018-05-01 00:00:00,294,1,2,294
4,3073574.448399999,294,2018-05-01 00:00:00,294,1,3,294
4,40016450.12599999,294,2018-05-01 00:00:00,294,2,1,294
4,35413114.888500035,294,2018-05-01 00:00:00,294,2,2,294
4,39445701.42809998,294,2018-05-01 00:00:00,294,2,3,294
4,81902933.808,294,2018-05-01 00:00:00,294,3,1,294
4,72713050.31649998,294,2018-05-01 00:00:00,294,3,2,294
4,80985853.09080002,294,2018-05-01 00:00:00,294,3,3,294
4,69686243.66299994,294,2018-05-01 00:00:00,294,4,1,294
4,61562493.0395,294,2018-05-01 00:00:00,294,4,2,294
4,68567390.95780002,294,2018-05-01 00:00:00,294,4,3,294
4,21521729.11,294,2018-05-01 00:00:00,294,5,1,294
4,19103161.546899993,294,2018-05-01 00:00:00,294,5,2,294
4,21277269.526000008,294,2018-05-01 00:00:00,294,5,3,294
4,4253985.224999998,294,2018-05-01 00:00:00,294,6,1,294
4,3760331.9636999983,294,2018-05-01 00:00:00,294,6,2,294
4,4187674.8078000005,294,2018-05-01 00:00:00,294,6,3,294
4,3542604.3186000013,286,2018-05-01 00:00:00,286,7,1,286
4,3151766.9028,286,2018-05-01 00:00:00,286,7,2,286
4,3510500.5300999996,286,2018-05-01 00:00:00,286,7,3,286
4,127052046.55799998,294,2018-05-01 00:00:00,294,8,1,294
4,112646410.93900004,294,2018-05-01 00:00:00,294,8,2,294
4,125470198.10420007,294,2018-05-01 00:00:00,294,8,3,294
4,4509196.3369999975,293,2018-06-01 00:00:00,293,1,1,293
4,3981421.743000002,293,2018-06-01 00:00:00,293,1,2,293
4,4435367.515599999,293,2018-06-01 00:00:00,293,1,3,293
4,39147523.98699999,294,2018-06-01 00:00:00,294,2,1,294
4,34609881.246999994,294,2018-06-01 00:00:00,294,2,2,294
4,38546978.262899995,294,2018-06-01 00:00:00,294,2,3,294
4,79488873.15699999,294,2018-06-01 00:00:00,294,3,1,294
4,70511132.57280001,294,2018-06-01 00:00:00,294,3,2,294
4,78535339.06400001,294,2018-06-01 00:00:00,294,3,3,294
4,67224867.12299992,294,2018-06-01 00:00:00,294,4,1,294
4,59399362.33979999,294,2018-06-01 00:00:00,294,4,2,294
4,66160301.59019995,294,2018-06-01 00:00:00,294,4,3,294
4,19828048.24599998,294,2018-06-01 00:00:00,294,5,1,294
